Produit,NoteP,NoteC,Pays,Commentaire
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,2,France,J’ai ouvert hâte le carton à son arrivée pour l’installer et le charger. Une fois chargé a 100% je le lance  au bout de 2m carré nettoyé seulement sur 55 au total (pas un palace vous me direz) plus que 60% de batterie après 6 heures de charge….. Pour qu’au final il ne soit pas capable de passer partout même si oui ce n’est pas une solution complète. Pour le coût de la machine  je m’attendais à tout de même mieux…
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,2,France,Tres bon aspirateur mais il faut meme pas penser à essayer de le connecter à l'application. Ma wifi est en 5ghz mais l'aspirateur est compatible qu'avec du 5ghz. Je ne connaissais meme pas ces termes avant d'acheter cet aspirateur !! Du coup à moins d'etre informaticien  impossible de le connecter
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,2,France,Je suis déçue du produit  je m’attendais à mieux. Il aspire toujours au même endroit  je suis obligé de repasser l’aspirateur après. Donc perte de temps.
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,2,France,Bon ba super content du produit. Juste problème de charge. Et renvoie direct rembourser. Aussitôt. Merci Amazon
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,2,France,Sa petite taille lui permet de se faufiler presque partout . Évite très bien les escaliers.
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,2,France,Impossible de le connecter au wifi Capacité d’aspiration moyenne comparé à mon ancien qui date de plus de 5ans Retour
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,3,France,Aspirateur fin qui passe sous les lits et meubles facilement.  Le résultat après son passage n'est pas nickel mais c'est mieux que rien. En fait ça équivaut au passage d'aspirateur par un enfant. Oui on a l'impression que c'est aspiré mais quand on y regarde bien  il reste des miettes par-ci par-là.  Le mien a un défaut (apparemment d'autres aussi selon le Sav) c'est qu'on doit toujours l'éteindre complètement pour le rallumer avant d'appuyer sur le bouton de marche. Va à sa base pour se recharger. Bruit supportable.  NB ⚠️ suite à mon commentaire  la marque a voulu m'offrir une légère somme pour que je modifie mon commentaire à leur avantage  ce que j'ai refusé bien évidemment. J'achète sur Amazon justement parce que je me fie aux commentaires que je pensais tous honnêtes  maintenant je ne sais plus 🤔🤔 Soyez donc avertis.
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,3,France,L’aspirateur est top  il aspire bien mais impossible à le faire connecter à mon téléphone… j’ai essayé plusieurs fois mais le jumelage ne fonctionne pas
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,3,France,Fonctionne bien mais la télécommande en photo n'est pas là. Pourriez-vous me l'envoyer. Merci
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,3,France,Reçu bien emballé  livraison rapide. Facile d'installation sur le téléphone et charge rapidement  Il fait son job aspire bien  pas de brosse qui s'emmêle ce qui est différent à mon ancien lefant il reconnais les coins où il est passé et revient seul à la base pour se charger. Le seul bémol petit pour mon rdc de 120 m2 il aspire pendant 1h15 parfois il ne va pas partout et pas d'options lavage. Pas de télécommande.
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,3,France,Peut très bien fonctionner si on a une maison sans barre de seuil  sans obstacle. Ne monte absolument pas mon tapis qui fait 1  4 cm ni la barre de seuil. Tourne souvent en rond sur le même. A du mal à passer à une autre pièce. N'a pas de cartographie intégrée attention !! fais une cartographie au moment de son passage mais on ne peut pas interdire des pièces ou controler les pièces. Je n'ai pas non plus eu de télécommande  après le robot est plutôt sympa pour son prix et fonctionne bien dans l'ensemble si on a un appartement ou une maison sans trop d'obstacle.
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,3,France,Impossible de le connecter pour mise en marche et réglage à distance avec appli
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,3,France,Déçue après quelques semaines d'utilisation. Déjà impossible de le connecter à ma wifi  il se décharge très vite (une heure). Ne passe pas partout il est vite perdu et lorsqu'il a moins de batterie il n'arrive plus a monter sur le tapis.
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,3,France,Je l'ai renvoyé car il ne passait pas sous mes meubles. Niveau de bruit assez faible. Par contre il est très très lent. J'ai préféré une autre marque.
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,3,France,Je n'arrive pas a me connecter avec mon téléphone dès que j'arrive à 60 au niveau de l'appareillage la wifi se coupe et sa ne fonctionne pas
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,3,France,Bon produit mais quelques défauts - manque de l'autonomie -l'appli impossible a mettre -defois a du mal à retrouver la basse
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,4,France,Bonjour  après plus d'un an d'utilisation je souhaitais faire un commentaire sur notre droïde. Pour rien au monde je voudrais le changer. Peu bruyant  va partout même sur mes tapis se commande à distance avec l'application. Hop 1h avant de rentrer je l'active et tout est propre en arrivant. Un pur bonheur. J'ai eu un soucis de batterie à un moment et le SAV à été ultra rapide. Toujours une réponse aux mails en moins de 24h. Pas de soucis pour avoir une pièce et très commerçant en dédommageant de balayettes filtres si besoin. Si tous les SAV étaient comme ça la vie serait plus facile. Merci à l'équipe Lefant et vive notre Droïde. Bettina Lahaie
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,4,France,Je suis satisfait de mon achat  je vous le confirme après plusieurs semaines d utilisation. L acces via l application est intuitif et pratique  avec reglage de l intensite d aspiration entre autre... Apres pour laver c est pas fou non plus mais a la base c est un robot aspirateur qui lave accessoirement. Globalement tres satisfait
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,4,France,Les + d'abord: - Aspire vraiment bien les saletés. J'ai un chat à poils mi-longs qui n'est apparemment pas capable de ne pas mettre des cristaux de litière partout après chaque utilisation. L'aspirateur s'en charge très bien. - Peu bruyant  bien moins qu'un aspirateur traineau classique. - Sait éviter les obstacles et se sortir quand il est coincé.  Les -: - Attention si vous avez des cheveux longs  ils s'emmelent dans les brosses. - En parlant des brosses  ces dernières se détachent si l'aspirateur rencontre un obstacle du genre fil électrique. Je dois souvent interrompre le cycle de nettoyage pour en refixer une. - Quand on met en pause le cycle  l'aspirateur "oublie" quelles parties de la pièce il vient de nettoyer. On repart donc pour un nouveau cycle de nettoyage. - Impossible de quitter l'application si on veut suivre la totalité du trajet effectué par l'aspirateur. Dommage. Certes  on s'en passe  mais j'aimerais bien voir quelles parties de la pièce n'ont pas pu être aspirées.  Pas déçue pour autant du produit  surtout vu son prix. Pour les PMR  c'est un vrai cadeau du ciel: plus besoin de se faire mal en trainant un aspirateur lourd. Pour les flemmards  c'est pas mal non plus: un sol propre sans avoir à faire d'efforts. ;)
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,4,France,Ayant 2 chats et un jeune enfant  j'ai cédé à l'appel du robot Lefant et des bons avis repérés un peu partout sur internet. Pour le prix  c'est effectivement un bon aspirateur robot  que je trouve bruyant  mais efficace et qui me soulage au quotidien. Le SAV est très réactif  l'aspirateur ayant malheureusement rendu les armes pendant le temps de garantie suite à une carte mère HS. Tout cs'est fait par mail et je suis en attente de la réception de son remplaçant.
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,4,France,Faible autonomie.
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,4,France,Je l'ai acheter 120 e la semaine dernière  il fait clairement le taff  on en est content  pas trop bruyant  il retourne se charger tout seul   plus besoin de se faire chier à passer l aspirateur.
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,4,France,Pas de cartographie  ou peut-être je n arrive pas à l installer. Mode d emploi à traduire sur Google.
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,4,France,Premier aspirateur robot. Choisi pour son prix raisonnable  il convient parfaitement à mon besoin. Il me rend vraiment service. La cartographie pourrait être améliorée  mais pour le prix il fait un très bon travail. Le service client est très réactif et à l'écoute du client.
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,5,France,J'ai acheté cet aspirateur robot Lefant M210 pour aspirer mes sols durs et mes tapis  et je suis très satisfait de mon achat. Voici les points forts et les points faibles de ce produit :  Points forts :  - L'aspirateur robot est très mince (moins de 8 cm de hauteur) et peut passer sous les meubles sans problème. - L'aspirateur robot est silencieux et ne dérange pas lorsqu'il travaille dans une autre pièce. - L'aspirateur robot est connecté à Alexa et à l'application Lefant  ce qui permet de le contrôler à distance  de programmer des horaires de nettoyage  de consulter l'état de la batterie. Vous pouvez également le contrôler avec la télécommande sans passer par une application. - L'aspirateur robot a une forte puissance d'aspiration et peut ramasser les poils d'animaux  les miettes  la poussière et les autres débris sur les sols durs et les tapis. - L'aspirateur robot a une grande autonomie (jusqu'à 100 minutes) et se recharge automatiquement sur sa base quand il a besoin de batterie.  Points faibles :  - L'aspirateur robot n'a pas de fonction lavage  il ne peut donc pas nettoyer les taches ou les liquides renversés.  En conclusion  je recommande cet aspirateur robot Lefant M210 à ceux qui cherchent un appareil performant  facile à utiliser et abordable. Il convient aux petits et moyens espaces  aux personnes allergiques ou aux propriétaires d'animaux. Il fait bien son travail  me fait gagner du temps et de l'énergie  et présente un bon rapport qualité-prix.
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,5,France,Bon rapport qualité prix je suis satisfaite de mon achat et mon mari aussi! Silencieux  il aspire très bien  passe dans les endroits où je n'arrive pas à passer avec mon aspirateur classique. Il n'aime pas les câbles par contre et bloque dedans  il faut juste bien les relever 👍 Pendant que je fais ma sieste lui fait le travail pour moi  c'est génial 😅
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,5,France,très bonne acquisition  je suis très satisfaite de mon achat. L'aspirateur fonctionne parfaitement  peu bruyant. Seul bémol  l'absence de télécommande car il faut le savoir   il y a encore des zones géographiques ou la wifi fonctionne mal  voir pas du tout. Heureusement   le robot est doté d'un bouton qui permet le démarrage de l'aspirateur.
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,5,France,Très contente de mon nouveau robot lefant c'est le deuxième que j'achète sur Amazon et franchement  je garderai cette marque. Après un soucis de wifi et d'application le service client lefant m'a répondu très rapidement et va donc remédier à mon soucis. Vous pouvez commander les yeux fermés je l'ai essayé juste en appuyant sur le voyant démarrage du robot et il est passé partout tout seul comme un grand et plus aucune miette ou poussière il mérite largement ces 5 étoiles.
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,5,France,Très bon rapport qualité prix. Aucun regret. Je ne pourrais plus m'en passer. Le seul bémol c'est qu'il est un peu bruyant. Il est préférable de le programmer à aspirer quand on est pas là. Mais sinon je le recommande sans hésitation.
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,5,France,L'aspirateur fonctionne avec une application  et utilisable depuis Google home. Il peut se lancer de manière autonome quotidienne  et passe sous beaucoup de meubles grâce à sa petite épaisseur.  Une télécommande est incluse  mais en 2023  je ne pense pas que ce soit un accessoire réellement utile.  Il est capable de grimper de petites surface de 1cm maximum  comme un tapis épais.  Ne possédant pas de rouleau d'aspiration mais une buse  il peut sans problème attraper les cheveux et poils d'animaux (golden retriever ici) sans se boucher.  Attention cependant il peut rapidement se bloquer si des cables ou des filaments traînent au sol. Il serait parfait avec une puissance d'aspiration légèrement plus importante.  Mais pour le prix  vous pouvez y aller !
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,5,France,Je viens d’acquérir cet aspirateur robot après avoir investi 400€ dans un robot d’une autre marque qui m’a lâché au bout de seulement 2 ans ! Celui est de bien plus silencieux avec une longue autonomie  et se coince moins souvent pour ce prix là avec la remise je recommande fortement !
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,5,France,j ai acheté ce produit pour nettoyer ma maison en l'occurrence aspirer ma maison chose que cet appareil fait parfaitement par contre il est un peu bruyant
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,5,France,Premier robot aspirateur pour ma part   agréablement surpris je le programme quand je suis au taf et à mon retour tout est propre  bien sur enlever les câbles objets gênants pour lui faciliter la tâche. Reviens à la charge tout seul. 3 niveau de puissance mais relativement silencieux. Je recommande à voir dans le temps
LEFANT Aspirateur Robot  Robot Aspirateur Autonomie Mince Silencieux ...,4.4,5,France,Il fait le travail de manière remarquable  rien a voir avec les robots a 300 ou 600 euros avec télémètre laser mais pour mes 4 enfants et mon husky  le nettoyage est impeccable  il faut cependant mettre les chaises sur la table pour qu'il ne perde pas de temps. Mais sinon a ce prix super job
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,1,France,Sur les photos  la système de fixation semble fin  ce qui permet de penser que le luminaire peut s'encastrer dans un trou de 57mm (puisque sur les photos  le diamètre indiqué hors fixation est de 56mm). Sauf que les spots reçus n'ont pas le même système de fixation. Les barrettes métalliques sont beaucoup plus petites et surtout  il y a un ergo en plastique supplémentaire  ce qui augmente le diamètre de près de 5mm. Donc produit à renvoyer car trop grand.
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,1,France,4 spots led dans la salle de bain commandé en Novembre 2017. C'est le 5eme spot que je change  je vous laisse donc faire la deduction par vous-même de la qualité. Le vendeur BK m'avais promis le remboursement en février 2019 et apres une relance comme quoi je n'ai toujours rien recu au mois de décembre 2019  c'est lettre morte cette fois-ci. Conseil: Eviter cette marque bien trop cher   je me suis rabattu sur la marque Kimjo 6leds au lieu de 3leds chez BK pour sensiblement le meme prix.
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,1,France,J’ai voulu remplacer mes spots classiques par ce modèle mais ça n’a jamais fonctionné  alors je l’ai renvoyé.
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,1,Allemagne,Die Einbaustrahler sind eigentlich sehr gut  was die Helligkeit betrifft  allerdings ist jetzt nach fast 4 Jahren der erste von sechs Kaputt gegangen. Wir haben sie im Gästebad wo sie in der Woche nur zwei bis drei mal an sind. Also ist die Langlebigkeit bei diesen Led leuchten nicht wirklich gegeben. Habe den Verkäufer angeschrieben ob man nur eine erwerben kann. Was nicht der fall war  ich könnte nur einen neuen Satz Einbaustrahler kaufen. Mit Nachhaltigkeit hat das wohl wenig zu tun. Zumal aus den Rezensionen vorgeht das sich auch die Halterung geändert hat und diese angeblich nicht mehr ins alte Loch passen würde. Ich würde sie auf gar keinen Fall wieder kaufen und verbauen.
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,1,Allemagne,Mal abgesehen davon  dass dieses Produkt aufgrund der sehr kurzen Haltbarkeit völlig überteuert ist  passt es nicht in den vorhandenen Ausschnitt. Wie dumm muss jemand sein  ein Nachfolgeprodukt in den Abmessungen größer herzustellen? Ich nehme jetzt alle Strahler raus (30 Stück) und ersetze sie gegen qualitativ hochwertige!
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,1,Allemagne,alle 3 LED funktionieren nicht.
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,1,Allemagne,Der Hersteller hat offenbar das Design der Lampen geändert  vor einem Jahr genau die selben bestellt und sehr zufrieden gewesen. Leider hat man die Federklemmung in der Form geändert  diese passt nicht mehr in einen 60mm Ausschnitt  die "alten" ohne Probleme. Der innere Durchmesser beträgt 55mm  die Nasen tragen 3mm auf  ergo Durchmesser 61mm... Auf der Packung steht 60mm  mit einem Hammer in GKB einbauen mag noch gehen  in MDF nicht mehr  vom Tausch bei Defekt ganz zu schweigen. Die alten ließen sich gut entnehmen  diese hier sind entgegen der Produktabbildung nun mit Krallen versehen.
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,1,Allemagne,Ich hoffe das ist hier nicht der Fall denn die Bauform  Einbautiefe und Leuchtkraft sind mehr als perfekt für unseren zweck. Die Verarbeitung ist eigentlich recht gut  wenn auch aus der nähe betrachtet eher billig. Das Gehäuse hat nur Metalloptik und besteht aus Plastik. Das ist aber nicht weiter schlimm  da man das erst merkt wenn man die Leuchten in den Händen hält. Mir wurden zu dem 3 Stück von 18 zugeschickt  die Produktionsfehler hatten. Deshalb ziehe ich aber keinen Stern ab  da der Verkäufer sehr kulant war und diese umgehend ersetzen WOLLTE! Würde diese Leuchten weiter empfehlen und hoffe das die Lebensdauer nicht dem Preis entspricht.  Nachtrag (06.05.2019): Ich habe bis heute zu den Leuchten mit optischen Mängel (siehe Bild) keinen Ersatz erhalten. Der Verkäufer kriegt somit auch noch eine negative Bewertung. Solltet ihr defekte Leuchten oder Leuchten erhalten mit optischen Mängel  dann macht euch nicht die Mühe den Verkäufer zu kontaktieren  der sagt er schickt euch Ersatz und auf weiter Mails antwortet er nicht. Schickt die gleich zurück und bestellt neue  das spart viel Ärger mit dem Verkäufer B.K.Licht
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,1,Allemagne,Was bitte ist das für eine neue Befestigung ? die passt nicht in ein 60'er Loch  ganz zu schweigen von dem wieder "Ausbau"..... Artikelbeschreibung ( Bilder ) entsprechen nicht dem Produkt ! Befestigung ist unterirdisch.
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,1,Allemagne,Vor 3 Jahren hatte ich diese Einbaustrahler gekauft und 5 der 6 Strahler eingebaut. Der Einbau war einfach und funktionierte ohne Probleme.  Der erste Strahler gab dann allerdings nach ca. 1 Jahr den Geist auf - gut das ich noch Ersatz hatte. Leider sind nun nach Ablauf der Garantie 2 weitere Strahler defekt. Ein Ausfall von 50% innerhalb von knapp 3 Jahren.  Hier kann man definitiv nicht von Langlebigkeit sprechen. Wenn ich die Nutzung großzügig rechne ist gerade mal 1/4 der angegebenen Lebenszeit erreicht.  Ich würde diese Strahler nicht wieder kaufen.
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,2,France,J'ai commandé ce produit que j'avais déjà acheté précédemment en remplacement. Le modèle a changé et ne rentre plus dans les trous de 60mm Sur la photo à gauche le nouveau  à droite l'ancien de la même marque commandé il y a 3 ou 4 ans Durée de vie des anciens 4 ans max
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,2,France,Kit installé depuis 4 mois au plafond de ma salle de bain  Un spot grillé  mais je me dis ça peut arriver et je recommande 3 spots. A peine reçus  un deuxième grille ! En fait  pour les deux  ils se sont mis à clignoter légèrement et pfffft un jour après ....grillé ! Je devais ajouter 2 spots  j'en ai commandé 3 pour remplacer le premier grillé. Mais maintenant qu'un deuxième a grillé  il m'en manque 1 ! Le comble ! Très déçu je regrette mes deux achats. Sur la deuxième photo  on voir bien la LED grillée qui a un point noir. Le premier spot grillé avait la même LED grillée. Je ne conseille surtout pas ce produit.
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,2,France,Certain acheteurs écrivent que tout était facile comme installation  par la connectique reçue. D'autres  comme moi même  sont déçus parce que à part les trois spots  rien n'est prévu pour les installer. Ma question à Amazon: le kit doit contenir quoi? J'ai mis seulement 2 étoiles pour avoir galéré dans l'installation: la lumière enfin est là  agréable. Merci
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,2,France,Par rapport à d'autres spots achetés dans une gamme de prix équivalente  pas de domino pour rattacher au reste du circuit électrique fourni; système d'attache au faux plafond différent de tous les autres. Je ne sais pas si je vais les monter. Un packaging très moyen  Par contre  super livraison avec des personnes disponibles même le dimanche
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,2,France,Je n'ai rien à dire sur les spots  ils sont design et fonctionne très bien.! De plus je les ai reçu assez rapidement mais j'ai dû les renvoyer car ce n'était pas la couleur de lumière que je désirais! J'aurais préféré la lumière blanche  hors sur le descriptif on ne nous propose pas la couleur de lumière souhaiter.
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,2,France,La valeur IP est 44 en partie basse et IP 20 depuis la partie supérieure. Le spot chauffe assez bien Peinture fragile
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,2,France,(Copier/Coller d'un autre commentaire  mais même problème) -> Commander 2 fois je n'ai pas eu le meme produit en terme de connexion: un package avec finition boite de raccord et dominos  l' autre sans rien fils nus !!! :-( :-(
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,2,France,Sois disant ip 44 mais sur le spot ces écrit ip20 !!! J'ai du ne achetes d autre pour ma sdb !
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,2,France,Commander 2 fois je n'ai pas eu le meme produit en terme de connexion: un package avec finition boite de raccord et dominos  l' autre sans rien fils nus !!! :-( :-(
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,2,Allemagne,Leider kurzlebig!! Dieses LED Set wurde im Zuge einer Renovierung im Jahr 2019 in unserem Gästebad in die Paneelendecke eingebaut. Das Licht war damit durchschnittlich weniger als 2h pro Tag eingeschaltet. Im Zeitraum der letzten 3 Monate fielen alle Lampen nach und nach aus  wurden zunächst immer dunkler und haben zum Schluss nur noch leicht "geglimmt" oder waren am Ende ganz "tot". Damit sind ALLE Lampen noch vor Ablauf von 2000 Betriebsstunden am Ende. Versprochen waren 20.000 Betriebsstunden. Hier wäre eine Stellungnahme des Herstellers B. K. Licht GmbH und Co KG interessant.
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,3,France,Beau produit  mais impossible à encastrer dans un trou de 60 mm. J'ai du agrandir le trou de 2 ou 3 mm. Les fils sont un peu courts.
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,3,France,Il manque à ce matériel un kit de connexions pour relier les 3 trois lampes entres-elles. Tout le monde n'est pas électricien et ne dispose pas chez lui des câbles et connecteurs nécessaires pour la mise oeuvre. Je ne comprend pas que l'on propose à l'utilisateur final un matériel incomplet. Heureusement le résultat est satisfaisant quoique je trouve la luminosité un peu forte.
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,3,France,Malheureusement certaines lampes ne tiennent pas le coup j'en ai déjà deux ou trois qui sont considérablement affaiblies en puissance et donc elles n'éclairent plus  peut-on se les faire remplacer  Il semblerait qu'il y ait une garantie de deux ans sur le produit sachant que ces lumières sont allum quelques heures par semaine. Merci pour votre retour
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,3,France,le produit est facile à installer mais reste assez fragile  attention lors de la manipulation...
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,3,France,Ne peux pas se mettre au dessus d'une douche car il faut du IP45 ! Sinon marche super bien. Un peu déçue quand même!
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,3,Allemagne,Die Klemmen zur Befestigung der Lampe in den Deckenausschnitten sind beim heute gelieferten Artikel (rechts im Bild) deutlich schlechter. Es handelt sich um drei Metallflügelchen  die in Plastikhalterungen stecken  die beim Biegen der Klemmen leider sofort abbrechen. Beim Vorgängermodell (links im Bild) gab es zwei stabile Metallflügel  die sich leicht biegen lassen und die Lampen sicher im Bohrloch hielten. Schade.
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,3,Allemagne,Die Strahler sind einfach zu installieren und machen ein schönes helles Licht.  Allerdings verändert sich nach einiger Zeit die Lichtfarbe. Als ich nach 2 Jahren einen Spot tauschen wollte (aus der alten Original Packung) war der Unterschied zwischen den Strahlern sehr stark sichbar. Musste effektiv dann alle tauschen.
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,3,Allemagne,Mit nur 12 LED's schaffen die Strahler genausoviel Helligkeit  wie ein Produkt  welches ich im Mai letzten Jahres kaufte und das jetzt nicht mehr angeboten wird - mit 48 LEDS - also durchaus beeindruckend. Auch mit meiner etwas merkwürdigen Hauselektrik kommmt dieses Produkt besser zurecht: auch im ausgeschalteten Zustand habe ich Restströme - die bei dem Vergleichsprodukt noch zu einem Glühen der LED's führte - bei diesem Produkt ist das Licht dann wirklich aus - das macht einen elektronisch positiven Eindruck. Allerdings kann man sich die verbauten elektronischen Bauteile nicht anschauen  da alles in einem festvergossenen Plastikgehäuse steckt  welches relativ dick daherkommt (2 5cm Tiefe).  Problematisch empfinde ich das Material des Gehäuses: es ist billigstes Plastik  lediglich auf "metallisch" lackiert.  Richtig übel sieht es dann bei der Befestigung aus: lediglich zwei Metallstreifen sind an dem Gehäuse befestig  die beim Reindrehen in das Loch nach innen gebogen werden müssen. Wie man das ganze dann später mal beim Austausch aus einem passenden Loch wieder herausbekommen soll ist mir unklar - meine Bohrlöcher sind durch die Vorgänger-Strahler leider etwas groß - dadurch werde ich die Dinger gut wieder abbekommen aber die Ränder des Lochs sind halt leider schwach sichtbar. Gut das die Lampe so hell ist  dass man sich die Ränder eh' nicht angucken kann ;)  Das äußerst labbelige Gehäuse ist mir vielleicht deshalb so negativ aufgefallen  weil ich bei dem deutlich billigeren Produkt (5€ das Stück) ein wesentlich wertigeres Gehäuse bekommen habe - da stimmte dann leider die Elektronik nicht. Ein Zusammenführen der beiden Produkte scheitert dann an der Dicke des hier erworbenen Produktes - schade  dass es keine LED Module gibt  die man bei diesen Strahlertypen einfach austauschen kann...  Ja  wenn die Strahler jetzt mehrere Jahre halten  dann werde ich sie wieder kaufen - begeistert bin ich aber aus den oben genannten Gründen nicht!
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,3,Allemagne,Wir hatten die letzten 2 5 Jahre zwei Bäder damit ausgestattet und mit den übrigen Spots weitere Halogeneinbauspots ersetzt. Die Helligkeit und Farbtemparatur ist in Ordnung. Da ich auch schon negative Erfahrungen mit fest verbauten Led Leuchten hatte  war mir bei der Verkabelung wichtig  dass jede Leuchte vom Deckenanschluss aus separat verkabelt wurde (sternförmig). Somit kann man beim Ausfall die Leuchte ohne großen Aufwand auswechseln. Dazu braucht man zwar mehr Kabel. Jedoch im Fall eines Falles ist dies einfacher.  Nun  nach 2 Jahren und 3 Monaten ist tatsächlich die erste Leuchte ausgefallen. Da die Gewährleistung leider schon abgelaufen war und die Ersatzlampen auch sinnvoll verbaut wurden  musste ich notgedrungen nachkaufen. Hierzu muss man mindestens drei Leuchten nehmen  da die Leuchten nicht einzeln nachgekauft werden können.  Auch muss man bedenken  dass die verbauten LEDs zwar die gleichen sind. Aber aus unterschiedlichen Chargen stammen werden. Dadurch ist bei mir zumindest die neue Leuchte leicht gelblich im Vergleich zu den alten Leuchten. Dies ist normal  sollte einen aber bewusst sein.  Der Austausch selbst dauerte durch die entsprechenden Verkabelung mit Wago Klemmen nicht länger als das Wechseln einer Glühbirne.
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,3,Allemagne,......leider sind die Gummilippen so weit nach hinten verbogen das ein Geschirrhandtuch nicht mehr richtig hält.....
B.K.Licht lot de 3 spots LED IP44 pour salle de bain  encastrables...,4.3,4,France,Le modèle n est pas tout à fait conforme au modèle commandé. Les attaches diffèrent et sont moins efficaces. Malgré tout  satisfait du produit et de l envoi rapide.
